housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
17,1475,308,549,293,3.7167,180400
16,1561,378,574,350,3.0035,94600
37,1184,178,529,192,4.7941,161700
33,3535,683,1568,672,2.8097,158300
23,2556,662,1200,548,1.8899,147700
46,1887,359,795,358,3.25,159600
43,1718,344,826,336,2.7014,133700
36,2024,408,1030,390,3.8233,139800
35,2144,388,1003,383,3.0938,137300
29,2767,612,1437,587,2.8306,142900
34,2178,455,1193,446,3.1719,115300
27,3184,588,1763,571,3.5529,133900
35,3669,617,1694,585,3.9485,133900
35,1777,369,1158,353,3.4107,117000
8,831,158,740,154,5.3908,165500
21,991,210,695,203,3.625,144300
14,1689,555,1319,527,3.16,143800
35,3414,580,1761,522,3.9922,129800
19,1469,275,1010,292,3.5664,150400
15,1828,359,955,248,3.2174,165100
32,4227,785,2842,795,3.9646,137800
16,2168,343,1589,338,5.4863,153800
31,4911,861,2334,843,4.1958,160100
34,3928,686,2315,681,4.2851,144500
26,1563,286,1145,313,3.8615,139300
21,6034,1205,3795,1146,3.2633,129700
26,1919,345,1326,341,4.2679,131900
16,4683,929,3073,865,3.0495,98300
25,2185,370,1558,369,5.3072,132700
22,2101,399,1551,371,4.1518,136900
22,2172,563,2049,524,2.0159,139300
18,1215,320,1195,349,1.9875,114900
17,985,233,811,223,2.875,134500
36,2828,916,1762,736,1.4318,59600
21,2520,582,416,151,2.712,89000
27,1945,446,859,418,1.5203,126200
24,3912,809,1926,762,2.6875,116300
33,1575,326,879,282,2.5357,94400
17,2813,565,1345,488,2.5847,145300
4,5465,974,2844,950,4.4477,174800
24,2155,379,1158,360,4.7941,147500
12,8742,2114,4854,1957,2.8015,143500
11,7483,1276,3516,1261,4.0484,262500
17,1785,255,667,277,5.7382,278000
23,2023,309,678,340,7.0913,265400
24,830,190,279,196,1.9176,121100
17,2635,389,994,359,5.8966,261500
9,2470,417,904,427,4.4219,209200
16,1306,196,713,222,6.2683,180700
17,4754,877,2412,832,4.3548,192300
17,3939,550,1694,553,6.7927,234700
17,2247,340,973,318,5.5,222000
21,3787,492,1246,457,9.6023,391300
17,2524,332,771,317,8.7604,331800
34,1730,373,730,350,2.0284,161800
18,2269,682,1329,581,1.7951,161800
38,1549,288,636,278,3.2188,150500
24,1629,587,1012,488,1.7452,156800
34,2516,611,1317,594,2.2308,125900
34,1917,419,1181,426,3.0208,129200
33,3444,619,1884,582,3.7891,126700
31,2669,514,1626,499,3.1923,116900
21,1864,388,1498,389,3.8194,125700
11,2397,523,1566,514,3.8687,145200
9,521,111,491,110,5.1305,158900
9,1520,269,1250,265,4.8875,157700
13,705,149,718,155,4.4375,154900
41,2665,515,1664,512,2.375,113500
38,1481,317,1080,291,2.85,125800
36,3815,796,2945,728,2.0959,125000
29,4047,754,2353,730,4.0505,125000
33,3425,511,1528,479,5.6889,234600
30,4494,667,1883,680,5.766,186100
37,1326,234,612,240,4.125,160200
29,4168,742,2096,713,4.2204,169800
36,786,125,408,138,3.9167,189700
34,4325,1015,2609,979,2.8489,128300
33,905,205,989,222,2.7014,108200
25,1075,238,434,234,1.7472,94600
24,1088,268,1095,246,2.4191,107300
17,2724,567,2213,554,3.8529,147700
13,3435,708,1761,699,3.4792,107600
11,2879,679,2098,673,3.5125,142400
25,1268,282,991,299,3.0284,123600
18,1384,311,1429,287,1.3362,95000
17,2252,378,1776,365,4.6364,141100
16,1269,282,1609,298,2.6985,156500
5,2706,925,3148,855,1.7301,125000
17,2803,683,2768,676,1.7958,140400
5,3223,940,3284,854,1.4384,108800
21,4773,1047,337,130,3.9375,115000
16,4928,960,2132,853,2.7983,112500
17,1893,297,936,287,5.1842,157700
15,2994,522,1231,503,3.2024,180400
16,2546,429,1683,408,4.7426,160600
33,555,165,612,176,2.1786,137500
17,6817,1632,4526,1474,2.6152,135300
32,2474,499,1224,461,2.7216,146300
21,4578,927,2818,900,3.1458,187700
12,2453,599,1251,529,2.4122,127000
31,2055,473,1326,427,3.0915,139900
17,5565,1237,3004,1139,3.0054,142300
8,2756,343,1045,340,8.5957,444100
4,2271,578,926,391,3.6437,210100
15,1095,158,361,176,6.8099,328200
14,6665,1231,2026,1001,5.09,268500
17,2863,665,715,467,2.6048,148200
5,5870,977,1917,842,5.1998,294100
25,2120,381,588,359,3.1187,169400
4,9153,1866,3775,1698,4.955,241500
4,6242,1258,2211,1116,4.25,281600
5,2234,256,894,253,10.3354,477600
36,2028,349,820,352,3.9828,168900
31,2550,395,1017,405,5.1488,181000
23,2698,410,1094,411,5.1782,195100
26,3725,623,1516,627,4.7143,268300
22,922,240,1524,235,1.6815,218800
38,3779,614,1495,614,4.3529,184000
38,1130,228,699,241,2.65,167600
34,2245,394,1849,429,3.5446,185500
42,1827,378,880,380,2.5125,176600
14,2523,545,1297,525,2.3886,138100
9,3464,749,1687,645,3.3026,119100
37,2690,549,1219,524,2.3148,154200
31,2036,501,1263,442,2.5583,120700
14,3073,851,2000,782,2.3824,144700
37,1042,205,589,208,2.6629,116900
18,2968,656,1149,581,2.6452,154200
18,1758,286,987,277,4.6875,141800
39,2754,652,2263,619,2.2454,89600
36,2448,475,1268,450,2.5682,109100
26,4151,823,2822,697,2.8372,123400
14,2763,456,1914,465,4.1645,143000
29,1429,293,1091,317,3.4609,118000
28,1485,275,820,283,4.069,153300
20,2192,406,1766,393,4.0921,135000
18,1475,267,1149,268,5.0827,142200
35,3200,725,1723,610,1.8977,95600
28,2758,623,2179,631,2.3814,112300
12,4131,891,2272,840,3.4701,204900
38,1486,269,745,295,4.6477,150400
32,5135,1025,2152,944,4.1325,172800
30,2873,774,1593,731,2.24,129500
40,1706,322,796,303,3.5583,154900
37,2372,444,1056,419,3.7583,145500
37,2303,379,1026,357,3.455,156900
19,5016,1173,2750,1081,2.7838,155900
22,5016,1331,3222,1196,2.1441,135500
10,1686,414,1000,391,2.1765,128400
18,2602,551,1042,550,1.9267,67500
21,1779,466,1327,488,1.6007,96200
17,2961,634,1911,615,2.5859,131400
14,1527,357,1224,363,2.7361,93600
9,3648,895,3293,840,3.0992,142600
28,1777,307,721,259,3.6343,79800
34,45,11,39,14,3.0625,500001
23,3862,699,2082,652,3.154,115700
20,3111,563,1453,538,3.3365,122800
6,1771,293,935,279,4.065,148200
14,3337,571,1385,512,4.15,272200
19,2629,494,1444,503,3.5462,156800
15,1497,250,827,239,4.3846,154200
11,1430,292,921,294,4.2357,160900
17,8466,2628,7014,2267,2.1437,113700
37,1060,268,823,229,1.8363,145500
33,674,208,565,188,1.875,114300
31,1832,444,1669,463,2.2146,116700
31,1356,324,1301,331,2.5331,115100
28,2094,585,1556,563,2.2,127700
23,3792,624,1988,658,4.7566,178300
23,3400,501,1383,488,4.9844,249100
10,2577,347,1193,365,6.53,264100
18,1339,284,761,290,5.3074,137200
17,987,142,463,152,5.8747,229300
15,3023,623,1283,559,3.3724,137900
10,2296,450,818,405,4.3424,160600
5,5659,931,2565,902,6.1949,238700
3,17466,3336,7644,2895,5.4584,246500
5,14944,2490,6600,2407,6.0857,308300
9,1547,218,683,231,7.5604,327900
16,1653,228,690,224,6.5853,248400
7,13703,2352,4446,1856,6.4335,260600
10,5177,856,2190,816,5.9734,271700
25,2963,552,1162,556,3.625,184500
21,2919,496,984,443,4.625,222800
31,1070,155,426,153,6.1628,219200
25,3911,849,1580,767,2.7778,184100
27,1221,254,606,259,3.0833,155400
20,2547,785,1199,643,1.7743,140300
18,1704,596,1639,548,1.7391,125000
20,1989,508,1452,462,2.0077,118300
16,1111,328,930,303,1.2347,128100
15,1821,516,1385,439,2.5101,95300
33,3260,673,1784,666,3.5078,126500
26,2359,622,2067,581,1.8103,124700
36,3331,643,1903,622,3.6974,122000
36,1158,218,619,233,3.6125,122500
19,2935,763,1953,720,1.4254,111300
27,2204,598,1656,521,1.4821,86200
37,2176,418,1301,375,2.875,98900
36,2103,390,1279,392,2.4135,97000
36,1571,284,1001,268,3.6875,111400
31,2558,487,1938,492,3.4875,117000
26,3071,615,2156,568,2.9318,112400
19,3635,1078,3127,1098,1.324,122600
31,3008,764,2088,757,2.5662,118200
43,1004,236,839,235,2.81,103400
28,2296,603,1277,550,2.3562,123800
17,2633,712,1487,694,2.5392,147000
38,917,256,494,233,1.9241,150000
11,1651,533,947,515,1.6806,141700
33,2891,793,1607,754,2.1281,139800
30,2504,559,1827,490,2.6146,159400
28,2080,427,1266,434,2.2788,146300
36,1674,309,818,307,3.4773,150400
28,2468,506,1353,522,3.0771,158600
16,5192,1381,3261,1321,2.2685,151900
27,2264,525,1485,468,3.3514,149100
24,1901,490,1334,476,2.2544,121900
8,2888,662,2441,683,2.7048,153000
30,144,52,220,48,2.3929,134400
22,2128,477,1420,450,3.2687,131000
9,6298,1512,4451,1456,2.569,88300
16,1347,327,271,91,4,87500
24,6260,1271,3132,1189,2.5156,103000
13,1974,426,1276,408,1.972,90500
13,3958,865,1981,840,3.4764,137500
9,5685,1442,3773,1250,3.0426,129900
11,567,184,620,163,2.5284,122500
32,1713,321,891,286,3.1429,171600
21,2876,539,1387,499,3.8292,177000
18,3215,588,1618,509,4.6028,216800
16,2175,327,1037,326,5.1909,201400
23,1125,273,687,308,2.3182,268800
9,2012,316,802,289,6.5706,255700
16,2005,266,827,270,7.0546,282200
16,1989,290,814,291,6.2715,255100
15,4138,636,2001,677,4.8419,264000
7,6100,1185,2710,1040,5.5673,288200
36,2163,367,915,360,4.7188,174100
15,666,152,247,164,2.15,131300
36,1936,345,861,343,3.8333,170000
36,1529,266,683,260,4.0982,171200
20,2183,534,999,496,2.8631,169700
28,1708,393,816,393,2.9881,165300
38,2065,374,812,343,3.125,216500
31,3062,596,1263,539,3.0875,291500
44,1139,214,470,217,3.5481,203100
43,3889,711,1466,663,3.5529,223000
31,2567,624,1255,582,2.5909,159100
31,1235,387,816,397,1.5517,122500
10,1922,577,1595,545,1.5208,118800
30,1899,546,1620,493,1.6034,84400
28,1220,391,1286,396,1.2286,105000
24,1245,376,1230,362,1.875,95000
20,1701,503,1482,465,1.6789,95500
23,3130,779,2472,744,2.32,93200
26,3114,686,1948,660,2.8942,124100
39,1273,246,770,242,2.0938,102500
33,1096,240,716,224,1.6944,111800
29,2238,523,2061,504,2.5559,96800
12,3375,945,2357,808,1.5,106300
22,2409,582,1887,578,1.4089,94200
20,1102,205,852,217,3.1833,108300
18,1645,430,1221,410,1.3269,108000
30,2662,653,1997,605,2.8089,120600
29,1792,449,1650,396,2.2201,100000
20,2569,737,2341,705,2.0114,104900
37,1157,332,983,306,2.0972,117000
31,2051,549,1581,538,2.052,108900
46,844,147,423,161,3.375,136300
38,833,206,570,182,1.8333,127100
25,3509,985,2359,899,2.6296,150000
20,1445,323,573,334,2.619,145800
38,2095,536,1240,550,2.7218,145900
30,3171,862,2126,800,2.507,142700
24,3613,973,2002,931,1.947,147500
20,1999,651,1302,592,1.6321,57500
33,620,161,420,164,1.8417,150000
27,2920,770,1935,746,2.4148,67500
37,1925,428,1344,426,2.4866,129700
34,1576,364,1153,381,2.1955,129700
23,1157,309,640,313,2.1548,118800
21,1945,430,1335,419,3.6467,113000
12,2565,567,1785,545,3.0273,135300
23,1817,323,1371,327,3.6736,139500
17,444,83,357,87,5.1478,138900
10,2198,368,1645,350,4.5547,160700
8,6533,1217,4797,1177,3.9583,144400
6,5110,1044,1938,724,3.1917,112800
22,4397,931,1145,445,4.5268,108400
24,4144,826,2127,772,2.5172,96000
6,1868,289,750,247,4.3833,307600
19,3518,658,2091,610,3.2614,168800
12,2465,412,1226,428,5.4819,183800
5,3159,685,1398,581,3.1467,161100
7,10665,2576,4917,2424,2.3171,159500
12,961,342,315,201,0.813,275000
5,15502,2613,7417,2358,5.9094,261100
17,3167,861,2098,828,2.4459,85800
7,3619,770,1134,482,4.1279,167600
16,2994,445,1047,437,5.149,184300
16,4214,744,1820,699,4.3783,179500
49,4449,711,1606,709,5.7768,281600
52,2606,426,883,380,4.2813,270800
31,987,267,619,250,2.9286,151800
30,1835,474,934,415,2.875,139600
23,1858,551,1506,492,1.7446,85200
21,2063,609,1686,558,1.4828,94800
20,2355,722,1848,576,2.0036,99200
16,2426,799,1505,754,1.6444,103400
15,2422,774,2120,715,1.0617,92400
11,1976,548,1528,512,1.4886,89800
30,1772,500,1389,447,2.3641,94100
14,2361,601,1831,526,1.6102,93400
24,2927,704,2005,668,2.2375,102900
5,1615,387,1094,394,2.2024,137200
9,1931,472,1628,445,2.085,92600
25,939,247,1003,240,1.75,87900
42,2002,488,1505,464,1.5057,86300
28,633,137,525,170,3.6042,95600
37,1269,340,1369,302,2.2102,87200
35,1292,272,1183,272,2.0547,98000
29,4174,1195,3675,1124,1.8112,103600
11,3071,911,2812,774,1.2413,83100
49,1412,350,1200,332,2.0398,93600
47,771,224,637,212,2.0156,90300
47,1044,274,1003,280,1.7802,97800
20,1012,269,837,240,2.0488,88900
26,2629,763,2721,767,2.0982,109100
22,1690,541,1669,494,2.0213,110600
15,1635,553,1347,597,1.2745,92900
27,1782,560,1785,560,2.1542,106300
29,1578,460,1236,461,2.5658,134700
21,2350,667,1621,613,2.0734,87500
29,1061,202,759,206,4.8646,136800
27,2616,591,1889,577,2.3824,127600
23,1662,377,1318,386,2.3,120800
17,2046,559,1585,530,2.25,132800
26,2343,371,1221,372,4.3601,144900
14,5058,1299,3662,1193,2.3253,133700
16,2687,501,1502,480,3.75,146800
14,3026,556,1349,485,2.8021,111200
25,1254,312,715,301,2.7344,149000
14,2715,500,1540,464,3.8036,139600
13,1914,339,930,304,4.1875,161200
17,4174,851,1845,780,2.2618,96100
18,4799,1035,1966,944,2.1182,71300
13,5819,919,2228,866,4.9335,298100
15,3154,488,1656,429,5.0461,222400
14,8374,1407,2916,1295,4.7019,191100
10,3208,636,1395,582,3.4455,190500
46,52,13,59,13,3.875,200000
17,2641,627,1167,647,2.2875,132400
9,1531,242,850,240,6.0862,263600
11,4694,824,2223,783,4.9485,231800
15,1840,235,855,241,7.5992,310600
16,2043,388,705,352,4.4766,161500
16,4608,629,2020,636,6.04,243000
16,4241,892,1771,864,4.375,166500
16,3980,682,3174,647,2.6607,175000
15,3428,491,2303,486,2.5953,67500
17,3890,586,2791,595,3.2197,67500
16,2574,771,1129,721,3.3849,96900
16,1791,518,1006,491,3.5179,129300
16,2470,830,1170,724,3.5562,73500
16,2220,512,930,527,3.6528,133200
52,1506,233,478,240,4.3875,300000
52,1484,224,498,223,6.6053,331400
50,1729,355,617,337,3.6705,167000
48,1502,272,590,265,2.5952,190300
29,2030,545,1014,518,2.2409,114200
28,1457,397,672,342,1.9799,122700
21,2226,600,1085,533,2.2604,126300
19,2188,616,1304,607,2.0852,114400
46,695,182,601,195,2.4219,90600
34,2131,594,1373,562,2.113,102100
21,2127,658,1812,603,1.6896,100000
20,1667,469,1292,445,2.0893,101100
11,1607,478,1384,450,2.05,100000
33,1126,267,621,241,3.2422,123100
25,684,190,665,187,2.4524,90300
25,2846,644,2272,632,2.2,98700
35,1689,397,1135,366,2.3269,97300
34,1096,221,574,223,3.8355,126700
25,1491,348,1183,316,1.9583,88600
30,1729,457,1673,460,1.7,85900
29,1040,291,1054,297,1.1818,83200
37,2045,502,1920,472,1.8125,83300
34,2028,522,1797,464,1.7402,79400
33,1980,488,1626,428,1.4856,86400
39,395,159,620,162,2.725,86500
37,2395,627,2489,599,1.5933,86300
36,1421,367,1418,355,1.9425,93400
34,1144,295,1271,302,2.09,91800
36,26,14,58,23,1.9107,125000
52,280,71,217,71,1.4844,83300
52,204,74,248,57,1.7961,47500
46,928,236,790,235,1.6806,92500
43,515,146,445,140,1.6094,93000
23,1619,447,1025,415,1.858,67500
27,1846,509,1078,482,2.1719,131500
18,2329,580,1538,567,2.1179,153100
17,2020,534,1529,500,2.1773,143200
28,1869,407,1074,344,2.5988,135600
21,2894,685,2109,712,2.2755,125000
17,1613,326,765,300,2.6827,110400
38,281,55,151,52,1.3906,120800
25,2495,438,1071,405,4.8173,146600
4,30401,4957,13251,4339,4.5841,212300
11,3016,601,1727,541,4.9375,232800
7,2810,464,1564,457,4.4655,182800
16,1710,272,1025,267,4.1641,163600
12,2363,408,1211,396,3.8967,172600
45,1032,235,363,177,3.6389,186600
16,3050,559,1444,512,5.2463,156300
15,2869,405,1526,402,6.0175,238300
8,3670,536,1723,592,6.3542,218100
4,9018,1572,4438,1498,4.988,263700
7,1427,243,927,239,5.3625,218900
8,3405,961,1742,918,2.8728,114600
14,3249,937,1929,838,2.8588,92500
13,1743,363,854,353,4.6667,138200
31,1727,342,879,345,3.8125,166300
29,2863,534,1392,522,3.8719,174200
4,2782,817,1309,787,4.2621,124200
48,2012,422,893,394,2.7928,175000
43,2167,464,977,461,3.125,192200
33,2279,591,1250,576,2.4297,139000
28,2160,608,1339,571,1.9152,128100
28,1605,501,936,460,2.5991,147500
27,1426,364,792,353,2.0673,118800
23,2681,717,1279,648,2.1597,116100
17,1559,462,821,428,2.0139,150000
37,2344,546,1134,513,2.4394,118300
20,1406,413,850,412,2.3261,114600
17,2060,633,1251,602,1.9886,119200
15,2671,724,1800,646,2.1394,106700
13,2795,773,1869,690,2.1767,101800
52,1969,389,877,424,3.79,163400
46,1898,441,978,439,3.2708,155200
50,2307,424,887,356,3.5156,168800
36,6096,1285,3093,1229,3.37,159100
33,1256,331,1315,321,1.9286,78500
24,421,101,396,113,0.6433,111300
38,818,217,953,231,1.0531,65700
37,1361,348,1398,328,1.1681,78100
36,1011,253,763,226,1.8187,84100
14,819,237,827,237,1.3194,90500
46,200,77,180,65,1.0658,93800
37,1082,294,1146,265,2.0673,88500
34,2003,466,1226,443,3.0613,136700
26,1360,309,869,328,3.0217,131600
21,1738,295,983,298,4.8274,174100
20,2524,682,1819,560,2.9286,257700
21,3254,669,1548,545,2.3373,57100
29,2251,464,855,315,3.4183,104100
17,2828,506,673,274,5.2563,144100
17,1181,271,248,114,5.5762,150000
4,3078,510,1341,486,4.9688,163200
4,1611,239,275,84,3.5781,244400
15,2241,381,997,390,3.4833,193200
5,2618,539,1320,512,4.1053,171400
16,1649,278,993,277,4.8526,170700
12,2258,456,1147,433,4.0495,153900
17,3164,652,1123,699,2.082,80000
10,3486,469,1700,483,6.4696,249500
15,2267,292,1180,289,6.712,240200
15,4846,825,2797,823,4.9375,180400
16,2918,444,1697,444,5.3062,195500
17,1481,315,1002,300,3.6196,163400
16,2173,399,1460,393,4.2614,169600
16,1580,241,917,261,4.7266,191100
16,1565,257,893,239,5.5036,192300
16,3230,579,1825,576,4.2969,151200
15,1450,266,747,290,3.6111,196300
15,2785,644,1798,630,3.7156,175200
26,2119,444,1202,440,3.2308,166500
19,2157,554,1349,535,2.7652,177400
35,2129,382,1044,350,3.9732,174900
33,2731,456,1263,445,4.5568,175300
15,1606,375,784,342,3.7237,108300
35,1458,262,723,257,4.2098,174100
30,2582,650,1098,603,2.8281,171700
33,1591,461,794,425,2.6333,140000
29,2568,682,1191,642,2.1094,162500
27,2280,695,1235,664,1.9392,142900
22,2623,732,1283,718,2.1563,127100
50,1476,354,698,354,3,168800
37,4142,1031,1936,968,2.693,174100
31,2336,656,1186,609,2.5872,130600
28,2279,671,1166,623,1.95,150000
24,1877,519,898,483,2.2264,112500
23,3999,1182,2051,1130,2.1292,135000
20,2271,602,992,520,2.2599,157600
52,1512,321,651,321,3.6852,185300
50,1527,338,728,322,2.625,203200
46,3355,768,1457,708,2.6604,170100
52,2676,557,1181,537,3.6058,213100
52,1911,415,777,412,2.2429,221100
52,1148,214,481,215,5.454,240900
43,2706,667,1531,614,2.1513,145000
9,2436,720,1780,653,1.8299,137500
52,1560,307,757,315,2.7083,199100
43,2160,504,1221,452,2.4821,140600
32,2197,623,1784,599,1.901,120300
19,1341,435,1048,360,1.975,117900
17,1285,423,1208,409,1.758,126600
44,1697,413,1396,363,1.5474,83300
42,1145,314,1114,307,1.2614,87500
38,993,246,760,205,1.1563,82700
37,1220,325,1472,323,1.825,81500
35,614,180,691,164,1.6953,81300
48,786,230,917,231,1.875,75600
42,1210,292,945,258,0.8991,78900
38,1445,392,1286,357,1.4632,80200
35,1179,344,1372,330,1.9509,70200
10,7374,1157,1900,794,8.7991,478500
32,1870,437,1142,426,2.3194,159400
27,1417,373,814,348,2.3603,195300
33,552,120,347,97,1.8158,100000
3,5542,828,2506,806,5.5875,162000
5,2634,359,1173,372,6.746,204100
26,7561,1051,2909,1012,7.2972,269600
5,4873,639,1947,568,6.3223,223200
17,2889,587,1931,510,3.8547,208300
11,4068,829,918,500,3.1272,281300
11,5546,974,2300,970,3.7109,199800
16,1660,236,733,214,5.6874,202700
17,1149,182,702,192,5.5696,168400
16,1129,198,758,178,5.0346,174600
7,6126,1032,2662,923,4.9005,264000
12,9302,1603,4074,1504,4.3513,199600
12,5949,799,2936,781,6.3721,241500
16,2412,419,1612,422,4.5086,171100
14,1946,463,1205,390,4.2109,171200
12,1474,364,1009,372,4.0521,166700
7,1308,418,766,390,3.2151,106300
6,3069,750,1541,736,3.814,132500
15,3242,595,1936,593,4.9706,184700
14,3014,710,2165,705,3.7837,160300
25,2161,462,896,468,2.2284,177500
34,1748,294,800,294,4.4886,179100
41,2423,469,1813,466,2.1157,156900
35,1267,212,710,204,2.5368,169600
35,3578,582,1568,553,4.7813,188600
31,984,161,422,158,5.282,183000
35,1785,493,965,506,2.0792,160000
32,2587,681,1246,650,2.1727,145500
28,3025,756,1328,695,2.694,164100
24,3523,991,1775,873,2.1273,142300
37,1832,525,955,488,2.7852,129200
35,1391,329,726,317,2.6818,159400
29,1961,565,1002,569,2.2813,118100
27,1551,464,880,400,2.4167,131300
47,1494,327,689,304,3.125,172700
16,6075,1816,2592,1634,2.5553,178100
26,450,132,317,109,4,137500
43,1073,344,660,279,2.0529,168800
42,1558,458,1227,407,2.2804,139100
34,2533,862,2011,778,2.1199,160400
52,979,314,975,297,1.2375,100000
52,800,313,1337,282,1.5594,87500
52,1225,332,955,321,1.6011,106300
43,966,255,857,208,1.2841,72000
39,1647,478,2176,479,1.7642,82900
34,1694,455,1467,425,2.1164,139400
48,510,180,545,132,1.8008,86500
44,658,218,869,212,1.9338,89400
43,1126,289,1132,294,2.1875,87000
40,1227,330,1199,316,1.2188,92500
36,633,148,557,139,1.5729,82700
32,1280,353,1335,330,1.6023,77300
30,5370,1062,2778,944,3.099,66800
31,265,55,186,55,2.125,64800
10,1039,174,317,109,7.2371,171900
15,1852,316,906,298,5.3526,129800
25,3670,644,1815,634,4.0658,127400
9,1442,219,633,230,5.0227,162300
32,2832,393,1033,385,6.5648,237200
26,5305,701,1818,676,6.1461,217100
2,6305,1265,2489,1152,3.1319,111500
4,9089,1413,3886,1243,4.6904,174200
16,2690,459,1253,393,4.0328,294600
5,4750,962,2726,905,3.5839,158500
15,1070,208,470,217,2.3062,158900
4,15029,2279,5613,1696,7.2731,450400
16,2969,514,1594,465,4.5221,168300
16,1972,402,1377,413,4.4615,168300
15,1613,303,702,240,4.875,169300
10,2349,431,1598,435,4.8229,183200
41,1413,261,1070,259,2.3578,166700
23,2395,476,2284,488,3.7292,146300
25,1577,266,611,284,5.25,205100
16,2056,631,847,569,2.9576,92200
43,2361,489,824,470,3.4196,302200
40,1809,474,826,456,2.6518,179800
37,1921,502,811,472,2.75,175000
36,2644,674,1211,654,3.0445,214800
9,2818,821,851,555,2.6181,204200
27,3166,867,1332,817,2.6742,171400
43,2383,607,962,587,2.2578,263600
52,344,177,460,147,1.2292,137500
51,1321,550,781,499,1.3071,250000
52,402,183,557,172,1.3125,87500
52,217,82,531,93,1.6607,137500
52,458,148,1283,166,1.2863,86300
50,475,172,483,120,1.3657,162500
16,1579,327,934,298,2.7305,73800
27,9285,1621,1135,410,2.5446,135200
9,5306,993,2630,925,4.51,135800
